trip_distance,fare_amount,tip_amount,total_amount,passenger_count,payment_type,pickup_datetime,dropoff_datetime
12.45,35.5,0,36.8,1,2,2018-01-21 05:58:50.000000 UTC,2018-01-21 06:23:05.000000 UTC
10.05,35.5,0,36.8,1,2,2018-01-12 19:58:54.000000 UTC,2018-01-12 20:41:35.000000 UTC
12.54,35.5,0,36.8,1,2,2018-01-05 20:43:40.000000 UTC,2018-01-05 21:08:35.000000 UTC
9.53,35.5,20,62.06,1,1,2018-01-31 07:49:31.000000 UTC,2018-01-31 08:30:55.000000 UTC
9.49,35.5,6.94,50,1,1,2018-01-10 17:35:25.000000 UTC,2018-01-10 18:22:46.000000 UTC
11.54,35.5,0,43.06,3,1,2018-01-19 16:49:24.000000 UTC,2018-01-19 17:26:44.000000 UTC
9.5,35.5,0,43.06,1,2,2018-01-11 17:03:00.000000 UTC,2018-01-11 17:50:43.000000 UTC
10.9,35.5,0,43.06,1,2,2018-01-03 16:13:36.000000 UTC,2018-01-03 16:49:54.000000 UTC
10.8,35.5,0,43.06,2,2,2018-01-26 18:39:50.000000 UTC,2018-01-26 19:16:13.000000 UTC
11.06,35.5,0,43.06,1,2,2018-01-29 18:29:15.000000 UTC,2018-01-29 19:06:39.000000 UTC
11,35.5,0,43.06,1,2,2018-01-26 17:59:44.000000 UTC,2018-01-26 18:36:54.000000 UTC
11.09,35.5,0,43.06,1,2,2018-01-10 16:29:22.000000 UTC,2018-01-10 17:10:23.000000 UTC
11.49,35.5,0,43.06,1,2,2018-01-05 18:08:44.000000 UTC,2018-01-05 18:42:19.000000 UTC
8.3,35.5,0,43.06,2,2,2018-01-12 16:59:49.000000 UTC,2018-01-12 17:51:18.000000 UTC
9.02,35.5,0,43.06,1,2,2018-01-09 17:05:17.000000 UTC,2018-01-09 17:56:40.000000 UTC
12.88,35.5,1,43.06,1,1,2018-01-10 11:40:21.000000 UTC,2018-01-10 12:10:10.000000 UTC
8.7,35.5,0,43.06,1,2,2018-01-09 17:14:50.000000 UTC,2018-01-09 18:04:31.000000 UTC
12.88,35.5,0,43.06,1,2,2018-01-17 19:48:26.000000 UTC,2018-01-17 20:11:00.000000 UTC
11,35.5,0,43.06,2,2,2018-01-11 19:49:30.000000 UTC,2018-01-11 20:23:59.000000 UTC
6.39,35.5,0,43.06,1,1,2018-01-09 19:24:48.000000 UTC,2018-01-09 20:20:13.000000 UTC
12.72,35.5,11.04,47.84,1,1,2018-01-20 20:46:29.000000 UTC,2018-01-20 21:09:39.000000 UTC
11.64,35.5,11.04,47.84,1,1,2018-01-06 20:33:46.000000 UTC,2018-01-06 21:08:25.000000 UTC
12.31,35.5,11.04,47.84,1,1,2018-01-23 22:38:47.000000 UTC,2018-01-23 23:09:20.000000 UTC
12.52,35.5,11.04,47.84,5,1,2018-01-11 22:25:10.000000 UTC,2018-01-11 22:50:06.000000 UTC
11.12,35.5,11.04,47.84,2,1,2018-01-01 01:21:10.000000 UTC,2018-01-01 01:58:02.000000 UTC
10.7,35.5,8.4,50.46,1,1,2018-01-22 14:00:42.000000 UTC,2018-01-22 14:37:17.000000 UTC
9.4,35.5,8.4,50.46,1,1,2018-01-23 08:11:51.000000 UTC,2018-01-23 08:50:27.000000 UTC
12.1,35.5,8.4,50.46,1,1,2018-01-22 11:42:31.000000 UTC,2018-01-22 12:07:33.000000 UTC
11.1,35.5,8.4,50.46,1,1,2018-01-31 12:33:51.000000 UTC,2018-01-31 13:05:57.000000 UTC
10.3,35.5,8.4,50.46,1,1,2018-01-12 09:45:01.000000 UTC,2018-01-12 10:33:05.000000 UTC
10.8,35.5,8.4,50.46,1,1,2018-01-23 15:39:16.000000 UTC,2018-01-23 16:16:23.000000 UTC
12,35.5,8.4,50.46,1,1,2018-01-31 08:51:56.000000 UTC,2018-01-31 09:24:12.000000 UTC
10.3,35.5,8.4,50.46,2,1,2018-01-11 10:33:51.000000 UTC,2018-01-11 11:17:09.000000 UTC
12,35.5,8.4,50.46,2,1,2018-01-02 14:23:04.000000 UTC,2018-01-02 14:51:45.000000 UTC
11.8,35.5,8.4,50.46,1,1,2018-01-12 13:24:10.000000 UTC,2018-01-12 13:55:48.000000 UTC
7.9,35.5,8.4,50.46,1,1,2018-01-18 08:34:28.000000 UTC,2018-01-18 09:28:21.000000 UTC
9.9,35.5,8.4,50.46,1,1,2018-01-29 13:11:13.000000 UTC,2018-01-29 13:51:23.000000 UTC
12.1,35.5,8.4,50.46,2,1,2018-01-15 19:47:34.000000 UTC,2018-01-15 20:12:50.000000 UTC
8,35.5,8.4,50.46,1,1,2018-01-09 09:17:19.000000 UTC,2018-01-09 10:07:32.000000 UTC
11.7,35.5,8.4,50.46,1,1,2018-01-16 08:40:20.000000 UTC,2018-01-16 09:18:05.000000 UTC
10.8,35.5,8.4,50.46,2,1,2018-01-19 13:26:12.000000 UTC,2018-01-19 13:59:09.000000 UTC
11.4,35.5,8.4,50.46,1,1,2018-01-11 13:17:35.000000 UTC,2018-01-11 13:50:12.000000 UTC
9.9,35.5,8.4,50.46,1,1,2018-01-10 11:14:04.000000 UTC,2018-01-10 11:51:59.000000 UTC
12.2,35.5,8.4,50.46,1,1,2018-01-15 13:16:00.000000 UTC,2018-01-15 13:42:36.000000 UTC
11.4,35.5,8.4,50.46,1,1,2018-01-29 09:53:58.000000 UTC,2018-01-29 10:30:47.000000 UTC
11.2,35.5,8.4,50.46,1,1,2018-01-29 08:44:32.000000 UTC,2018-01-29 09:21:22.000000 UTC
11.9,35.5,8.4,50.46,1,1,2018-01-17 08:10:13.000000 UTC,2018-01-17 08:41:08.000000 UTC
9.3,35.5,8.4,50.46,1,1,2018-01-09 11:21:47.000000 UTC,2018-01-09 12:05:36.000000 UTC
12.4,35.5,8.4,50.46,1,1,2018-01-13 07:25:26.000000 UTC,2018-01-13 07:49:16.000000 UTC
10.3,35.5,8.4,50.46,4,1,2018-01-22 07:02:13.000000 UTC,2018-01-22 07:38:35.000000 UTC
10.5,35.5,8.4,50.46,1,1,2018-01-24 11:37:20.000000 UTC,2018-01-24 12:17:11.000000 UTC
10.5,35.5,8.4,50.46,1,1,2018-01-09 11:05:27.000000 UTC,2018-01-09 11:40:33.000000 UTC
12.4,35.5,10,52.06,1,1,2018-01-25 14:54:42.000000 UTC,2018-01-25 15:27:32.000000 UTC
10.6,35.5,10,52.06,2,1,2018-01-05 13:03:31.000000 UTC,2018-01-05 13:38:47.000000 UTC
10.39,35.5,10,52.06,1,1,2018-01-12 15:15:58.000000 UTC,2018-01-12 16:03:39.000000 UTC
10,35.5,10,52.06,1,1,2018-01-02 12:53:57.000000 UTC,2018-01-02 13:31:19.000000 UTC
11.3,35.5,10,52.06,1,1,2018-01-26 07:36:45.000000 UTC,2018-01-26 08:10:53.000000 UTC
11.8,35.5,10,52.06,1,1,2018-01-21 16:35:29.000000 UTC,2018-01-21 17:14:58.000000 UTC
12.4,35.5,3.2,40,1,1,2018-01-30 22:40:03.000000 UTC,2018-01-30 23:03:47.000000 UTC
11,35.5,3.7,40,1,1,2018-01-11 10:42:13.000000 UTC,2018-01-11 11:17:13.000000 UTC
12.04,35.5,3.2,40,1,1,2018-01-17 02:56:23.000000 UTC,2018-01-17 03:24:03.000000 UTC
9.8,35.5,3.7,40,1,1,2018-01-08 14:31:21.000000 UTC,2018-01-08 15:12:16.000000 UTC
9.68,35.5,6,43.3,1,1,2018-01-24 17:28:13.000000 UTC,2018-01-24 18:14:16.000000 UTC
10.3,35.5,9.3,46.6,1,1,2018-01-17 17:31:54.000000 UTC,2018-01-17 18:11:28.000000 UTC
10.9,35.5,9.3,46.6,1,1,2018-01-11 19:38:55.000000 UTC,2018-01-11 20:16:41.000000 UTC
12.04,35.5,10.64,53.2,1,1,2018-01-17 21:45:20.000000 UTC,2018-01-17 22:14:03.000000 UTC
12.37,35.5,10.64,53.2,1,1,2018-01-21 00:25:52.000000 UTC,2018-01-21 00:51:03.000000 UTC
11.59,35.5,10.64,53.2,5,1,2018-01-31 21:30:50.000000 UTC,2018-01-31 22:09:30.000000 UTC
10.67,35.5,12.62,54.68,1,1,2018-01-18 15:03:07.000000 UTC,2018-01-18 15:42:06.000000 UTC
10.82,35.5,12.62,54.68,5,1,2018-01-17 06:53:54.000000 UTC,2018-01-17 07:38:50.000000 UTC
9.21,35.5,12.62,54.68,6,1,2018-01-13 19:07:11.000000 UTC,2018-01-13 19:54:02.000000 UTC
11.59,35.5,12.62,54.68,1,1,2018-01-15 15:12:07.000000 UTC,2018-01-15 15:48:59.000000 UTC
11.75,35.5,12.62,54.68,1,1,2018-01-25 10:29:50.000000 UTC,2018-01-25 10:57:38.000000 UTC
9.2,35.5,12.62,54.68,1,1,2018-01-30 10:17:40.000000 UTC,2018-01-30 10:59:11.000000 UTC
10.68,35.5,4,40.8,1,1,2018-01-11 21:31:01.000000 UTC,2018-01-11 22:13:49.000000 UTC
11.7,35.5,4,40.8,3,1,2018-01-01 05:16:05.000000 UTC,2018-01-01 05:48:05.000000 UTC
12.1,35.5,4,40.8,1,1,2018-01-21 23:26:34.000000 UTC,2018-01-21 23:52:27.000000 UTC
11.04,35.5,4,40.8,2,1,2018-01-27 00:54:46.000000 UTC,2018-01-27 01:29:02.000000 UTC
11.73,35.5,4,40.8,6,1,2018-01-01 02:37:15.000000 UTC,2018-01-01 03:05:17.000000 UTC
12.33,35.5,4,40.8,5,1,2018-01-16 22:17:10.000000 UTC,2018-01-16 22:42:14.000000 UTC
10.5,35.5,4,40.8,1,1,2018-01-27 21:56:33.000000 UTC,2018-01-27 22:34:33.000000 UTC
11.5,35.5,4,40.8,1,1,2018-01-01 03:44:28.000000 UTC,2018-01-01 04:14:53.000000 UTC
11.99,35.5,4,40.8,1,1,2018-01-03 22:26:41.000000 UTC,2018-01-03 22:56:20.000000 UTC
12.25,35.5,4,40.8,1,1,2018-01-12 05:40:49.000000 UTC,2018-01-12 06:11:07.000000 UTC
11.85,35.5,5,47.06,2,1,2018-01-17 13:56:40.000000 UTC,2018-01-17 14:24:38.000000 UTC
12.02,35.5,5,47.06,3,1,2018-01-12 09:56:37.000000 UTC,2018-01-12 10:24:41.000000 UTC
11.4,35.5,5,47.06,1,1,2018-01-17 13:44:06.000000 UTC,2018-01-17 14:13:30.000000 UTC
9.64,35.5,5,47.06,1,1,2018-01-03 11:41:57.000000 UTC,2018-01-03 12:18:24.000000 UTC
11.71,35.5,5,47.06,1,1,2018-01-05 08:52:02.000000 UTC,2018-01-05 09:20:59.000000 UTC
11.5,35.5,5,47.06,1,1,2018-01-21 15:00:47.000000 UTC,2018-01-21 15:34:22.000000 UTC
10.8,35.5,5,47.06,1,1,2018-01-29 15:25:03.000000 UTC,2018-01-29 15:59:39.000000 UTC
11.17,35.5,5,47.06,2,1,2018-01-11 09:30:18.000000 UTC,2018-01-11 10:00:56.000000 UTC
8.8,35.5,5,47.06,2,1,2018-01-19 12:35:51.000000 UTC,2018-01-19 13:15:31.000000 UTC
11.62,35.5,5,47.06,1,1,2018-01-06 11:14:32.000000 UTC,2018-01-06 11:48:42.000000 UTC
11.9,35.5,5,47.06,1,1,2018-01-17 09:42:24.000000 UTC,2018-01-17 10:11:11.000000 UTC
12.73,35.5,5,47.06,1,1,2018-01-08 14:00:20.000000 UTC,2018-01-08 14:23:53.000000 UTC
11.4,35.5,5,47.06,1,1,2018-01-20 09:15:21.000000 UTC,2018-01-20 09:46:24.000000 UTC
10.86,35.5,5,47.06,6,1,2018-01-03 11:45:26.000000 UTC,2018-01-03 12:21:39.000000 UTC
11.83,35.5,2,38.3,1,1,2018-01-30 09:05:50.000000 UTC,2018-01-30 09:37:53.000000 UTC
6.6,35.5,2,38.3,1,1,2018-01-25 10:58:41.000000 UTC,2018-01-25 11:54:38.000000 UTC
10.56,35.5,2,38.3,1,1,2018-01-21 17:06:52.000000 UTC,2018-01-21 17:41:35.000000 UTC
11.82,35.5,0,39.44,5,1,2018-01-06 03:08:07.000000 UTC,2018-01-06 03:36:03.000000 UTC
11.9,35.5,2,44.56,1,1,2018-01-22 22:35:40.000000 UTC,2018-01-22 23:00:51.000000 UTC
10.55,35.5,0,42.06,1,2,2018-01-18 13:56:42.000000 UTC,2018-01-18 14:34:38.000000 UTC
12.08,35.5,0,42.06,1,2,2018-01-19 14:11:15.000000 UTC,2018-01-19 14:40:00.000000 UTC
10.1,35.5,0,42.06,1,2,2018-01-18 09:28:57.000000 UTC,2018-01-18 10:08:27.000000 UTC
12,35.5,0,42.06,5,2,2018-01-28 17:51:41.000000 UTC,2018-01-28 18:18:55.000000 UTC
11.4,35.5,0,42.06,1,2,2018-01-22 15:15:53.000000 UTC,2018-01-22 15:51:24.000000 UTC
12.8,35.5,0,42.06,1,2,2018-01-11 15:01:10.000000 UTC,2018-01-11 15:30:11.000000 UTC
10.68,35.5,0,42.06,1,2,2018-01-13 10:21:11.000000 UTC,2018-01-13 10:50:15.000000 UTC
11.41,35.5,0,42.06,1,2,2018-01-28 14:50:45.000000 UTC,2018-01-28 15:21:43.000000 UTC
9.46,35.5,0,42.06,1,2,2018-01-25 12:15:20.000000 UTC,2018-01-25 12:53:10.000000 UTC
9.1,35.5,0,42.06,4,2,2018-01-25 12:33:16.000000 UTC,2018-01-25 13:13:23.000000 UTC
11.39,35.5,0,42.06,1,2,2018-01-02 11:20:44.000000 UTC,2018-01-02 11:51:09.000000 UTC
11.28,35.5,0,42.06,4,2,2018-01-29 14:19:20.000000 UTC,2018-01-29 14:50:05.000000 UTC
9.9,35.5,0,42.06,1,2,2018-01-19 12:58:12.000000 UTC,2018-01-19 13:39:37.000000 UTC
10.3,35.5,0,42.06,1,2,2018-01-08 08:41:30.000000 UTC,2018-01-08 09:18:05.000000 UTC
11.4,35.5,0,42.06,4,2,2018-01-21 10:40:47.000000 UTC,2018-01-21 11:11:09.000000 UTC
11.8,35.5,0,42.06,4,2,2018-01-06 08:01:04.000000 UTC,2018-01-06 08:30:20.000000 UTC
11.39,35.5,0,42.06,6,2,2018-01-14 13:51:57.000000 UTC,2018-01-14 14:30:23.000000 UTC
9.7,35.5,0,42.06,1,2,2018-01-28 13:59:13.000000 UTC,2018-01-28 14:38:48.000000 UTC
13.08,35.5,0,42.06,5,1,2018-01-21 19:36:13.000000 UTC,2018-01-21 19:57:53.000000 UTC
12.55,35.5,0,42.06,1,1,2018-01-21 09:48:48.000000 UTC,2018-01-21 10:12:06.000000 UTC
11.27,35.5,0,42.06,1,2,2018-01-11 10:39:00.000000 UTC,2018-01-11 11:18:02.000000 UTC
11.49,35.5,0,42.06,2,2,2018-01-07 13:00:46.000000 UTC,2018-01-07 13:27:49.000000 UTC
10.74,35.5,0,42.06,1,2,2018-01-19 11:07:24.000000 UTC,2018-01-19 11:44:12.000000 UTC
9.3,35.5,0,42.06,1,2,2018-01-03 12:16:57.000000 UTC,2018-01-03 12:57:15.000000 UTC
9.87,35.5,0,42.06,1,2,2018-01-15 14:50:00.000000 UTC,2018-01-15 15:28:54.000000 UTC
10.64,35.5,0,42.06,1,2,2018-01-11 11:47:48.000000 UTC,2018-01-11 12:28:32.000000 UTC
12.1,35.5,0,42.06,4,2,2018-01-02 06:48:28.000000 UTC,2018-01-02 07:17:03.000000 UTC
10.74,35.5,0,42.06,1,2,2018-01-10 15:18:50.000000 UTC,2018-01-10 15:56:41.000000 UTC
9.6,35.5,0,42.06,1,2,2018-01-03 10:24:56.000000 UTC,2018-01-03 11:02:58.000000 UTC
11.1,35.5,0,42.06,1,1,2018-01-14 14:02:09.000000 UTC,2018-01-14 14:39:59.000000 UTC
11.4,35.5,0,42.06,4,2,2018-01-28 11:23:22.000000 UTC,2018-01-28 11:53:21.000000 UTC
10,35.5,0,42.06,1,1,2018-01-30 10:57:57.000000 UTC,2018-01-30 11:34:21.000000 UTC
10,35.5,0,42.06,1,2,2018-01-31 11:36:40.000000 UTC,2018-01-31 12:15:27.000000 UTC
11.2,35.5,0,42.06,1,2,2018-01-23 13:01:03.000000 UTC,2018-01-23 13:35:11.000000 UTC
8.43,35.5,0,42.06,1,2,2018-01-24 08:19:46.000000 UTC,2018-01-25 07:28:14.000000 UTC
10.12,35.5,0,42.06,2,2,2018-01-09 13:58:20.000000 UTC,2018-01-09 14:36:43.000000 UTC
10.3,35.5,0,42.06,2,2,2018-01-08 11:31:10.000000 UTC,2018-01-08 12:06:04.000000 UTC
11.44,35.5,0,42.06,1,2,2018-01-22 09:55:51.000000 UTC,2018-01-22 10:26:39.000000 UTC
12.11,35.5,0,42.06,1,2,2018-01-27 10:50:32.000000 UTC,2018-01-27 11:19:29.000000 UTC
10.8,35.5,0,42.06,3,1,2018-01-05 10:49:57.000000 UTC,2018-01-05 11:27:05.000000 UTC
11.35,35.5,0,42.06,1,1,2018-01-07 14:50:17.000000 UTC,2018-01-07 15:24:10.000000 UTC
12.54,35.5,7.24,49.8,1,1,2018-01-28 23:29:56.000000 UTC,2018-01-28 23:55:51.000000 UTC
10,35.5,0,47.3,1,2,2018-01-01 04:40:20.000000 UTC,2018-01-01 05:33:05.000000 UTC
12.39,35.5,8.41,52.42,1,1,2018-01-13 06:18:08.000000 UTC,2018-01-13 06:42:22.000000 UTC
9.6,35.5,8.41,52.42,1,1,2018-01-09 07:58:16.000000 UTC,2018-01-09 08:38:39.000000 UTC
9.65,35.5,9.32,46.62,1,1,2018-01-12 17:26:47.000000 UTC,2018-01-12 18:18:16.000000 UTC
11.25,35.5,9.32,46.62,1,1,2018-01-18 19:32:04.000000 UTC,2018-01-18 20:04:44.000000 UTC
13.15,35.5,9.32,46.62,1,1,2018-01-31 18:57:50.000000 UTC,2018-01-31 19:19:49.000000 UTC
9.55,35.5,9.32,46.62,1,1,2018-01-17 17:58:35.000000 UTC,2018-01-17 18:40:53.000000 UTC
9.13,35.5,9.32,46.62,1,1,2018-01-22 16:00:50.000000 UTC,2018-01-22 16:27:31.000000 UTC
8.09,35.5,9.32,46.62,2,1,2018-01-03 18:21:57.000000 UTC,2018-01-03 19:11:23.000000 UTC
10.58,35.5,9.32,46.62,1,1,2018-01-31 18:25:50.000000 UTC,2018-01-31 19:05:27.000000 UTC
11.9,35.5,8.5,51.06,1,1,2018-01-17 21:38:46.000000 UTC,2018-01-17 22:09:29.000000 UTC
12.7,35.5,8.5,51.06,1,1,2018-01-21 22:00:45.000000 UTC,2018-01-21 22:23:28.000000 UTC
11.6,35.5,8.5,51.06,1,1,2018-01-24 20:37:20.000000 UTC,2018-01-24 21:09:37.000000 UTC
13,35.5,8.5,51.06,1,1,2018-01-15 21:25:32.000000 UTC,2018-01-15 21:49:08.000000 UTC
11.8,35.5,8.5,51.06,2,1,2018-01-28 20:57:26.000000 UTC,2018-01-28 21:25:16.000000 UTC
11.4,35.5,8,51.06,1,1,2018-01-25 18:35:01.000000 UTC,2018-01-25 19:05:36.000000 UTC
10.08,35.5,8,51.06,1,1,2018-01-18 17:08:59.000000 UTC,2018-01-18 17:51:21.000000 UTC
8.9,35.5,8,51.06,1,1,2018-01-11 17:33:21.000000 UTC,2018-01-11 18:21:43.000000 UTC
10.9,35.5,8.5,51.06,1,1,2018-01-12 21:49:01.000000 UTC,2018-01-12 22:25:55.000000 UTC
10,35.5,8.5,51.06,2,1,2018-01-03 00:03:31.000000 UTC,2018-01-03 00:39:25.000000 UTC
10.8,35.5,8.5,51.06,1,1,2018-01-15 21:11:33.000000 UTC,2018-01-15 21:46:15.000000 UTC
12,35.5,2.7,39,1,1,2018-01-16 07:35:27.000000 UTC,2018-01-16 08:03:00.000000 UTC
9.6,35.5,2.7,39,2,1,2018-01-24 15:26:52.000000 UTC,2018-01-24 16:12:28.000000 UTC
10.1,35.5,5,42.3,5,1,2018-01-22 15:54:48.000000 UTC,2018-01-22 16:38:23.000000 UTC
10.4,35.5,6,42.3,1,1,2018-01-13 12:12:20.000000 UTC,2018-01-13 12:47:38.000000 UTC
8.28,35.5,5,42.3,1,1,2018-01-10 16:56:19.000000 UTC,2018-01-10 17:51:33.000000 UTC
11.26,35.5,5,42.3,2,1,2018-01-16 17:53:05.000000 UTC,2018-01-16 18:33:57.000000 UTC
12.04,35.5,6,42.3,1,1,2018-01-12 07:03:01.000000 UTC,2018-01-12 07:34:18.000000 UTC
8.5,35.5,5,42.3,2,1,2018-01-09 19:34:22.000000 UTC,2018-01-09 20:25:21.000000 UTC
12.3,35.5,6,48.56,1,1,2018-01-30 21:28:54.000000 UTC,2018-01-30 21:53:32.000000 UTC
12.6,35.5,6,48.56,1,1,2018-01-03 21:21:05.000000 UTC,2018-01-03 21:43:55.000000 UTC
10.93,35.5,6,48.56,1,1,2018-01-23 20:18:54.000000 UTC,2018-01-23 20:49:03.000000 UTC
11.9,35.5,3.5,39.8,1,1,2018-01-10 12:38:21.000000 UTC,2018-01-10 13:10:39.000000 UTC
12.2,35.5,0,39.46,1,2,2018-01-03 16:38:47.000000 UTC,2018-01-03 17:10:21.000000 UTC
12.34,35.5,4,46.06,1,1,2018-01-21 09:45:00.000000 UTC,2018-01-21 10:11:35.000000 UTC
9.6,35.5,4,46.06,1,1,2018-01-09 08:30:15.000000 UTC,2018-01-09 09:25:11.000000 UTC
11.4,35.5,4,46.06,1,1,2018-01-07 14:05:33.000000 UTC,2018-01-07 14:37:14.000000 UTC
11.49,35.5,0,37.3,1,2,2018-01-12 17:30:08.000000 UTC,2018-01-12 18:06:19.000000 UTC
10.38,35.5,0,37.3,5,2,2018-01-05 17:10:54.000000 UTC,2018-01-05 17:54:52.000000 UTC
8.2,35.5,0,37.3,1,1,2018-01-25 18:36:08.000000 UTC,2018-01-25 19:26:53.000000 UTC
12.43,35.5,0,37.3,2,1,2018-01-10 19:24:15.000000 UTC,2018-01-10 19:52:10.000000 UTC
10.1,35.5,0,37.3,1,3,2018-01-03 17:11:32.000000 UTC,2018-01-03 17:58:27.000000 UTC
11.9,35.5,0,37.3,2,2,2018-01-03 16:45:40.000000 UTC,2018-01-03 17:16:22.000000 UTC
10.72,35.5,0,37.3,1,1,2018-01-10 16:49:19.000000 UTC,2018-01-10 17:27:59.000000 UTC
9,35.5,0,37.3,1,2,2018-01-12 18:04:06.000000 UTC,2018-01-12 18:51:58.000000 UTC
10.06,35.5,0,37.3,1,1,2018-01-16 16:51:05.000000 UTC,2018-01-16 17:35:32.000000 UTC
12.58,35.5,0,37.3,1,1,2018-01-16 19:58:25.000000 UTC,2018-01-16 20:22:23.000000 UTC
8.48,35.5,0,37.3,1,1,2018-01-26 17:28:28.000000 UTC,2018-01-26 18:16:31.000000 UTC
12.13,35.5,0,37.3,2,2,2018-01-22 19:48:42.000000 UTC,2018-01-22 20:16:14.000000 UTC
11,35.5,1,37.3,1,1,2018-01-13 14:26:00.000000 UTC,2018-01-13 15:17:45.000000 UTC
12.98,35.5,0,37.3,2,2,2018-01-31 19:52:31.000000 UTC,2018-01-31 20:14:00.000000 UTC
9.44,35.5,0,37.3,1,2,2018-01-08 18:57:05.000000 UTC,2018-01-08 19:48:13.000000 UTC
11.85,35.5,0,37.3,2,2,2018-01-08 18:34:37.000000 UTC,2018-01-08 19:16:45.000000 UTC
9.1,35.5,0,37.3,3,2,2018-01-09 17:44:15.000000 UTC,2018-01-09 18:35:59.000000 UTC
10.14,35.5,0,37.3,1,2,2018-01-17 16:42:40.000000 UTC,2018-01-17 17:29:15.000000 UTC
11.8,35.5,0,37.3,1,2,2018-01-12 18:25:03.000000 UTC,2018-01-12 19:10:00.000000 UTC
11.7,35.5,12.9,55.96,1,1,2018-01-16 18:53:21.000000 UTC,2018-01-16 19:25:50.000000 UTC
12.09,35.5,9.08,45.38,5,1,2018-01-29 12:38:32.000000 UTC,2018-01-29 13:07:16.000000 UTC
9.54,35.5,9.08,45.38,5,1,2018-01-14 16:17:50.000000 UTC,2018-01-14 17:06:32.000000 UTC
11.78,35.5,9.08,45.38,1,1,2018-01-01 13:44:41.000000 UTC,2018-01-01 14:14:51.000000 UTC
11.95,35.5,9.08,45.38,1,1,2018-01-01 12:56:10.000000 UTC,2018-01-01 13:21:24.000000 UTC
12.08,35.5,9.08,45.38,2,1,2018-01-02 10:02:59.000000 UTC,2018-01-02 10:28:37.000000 UTC
10.72,35.5,9.08,45.38,3,1,2018-01-12 14:45:19.000000 UTC,2018-01-12 15:22:32.000000 UTC
10.3,35.5,9.08,45.38,1,1,2018-01-03 07:41:14.000000 UTC,2018-01-03 08:21:08.000000 UTC
10.08,35.5,9.08,45.38,1,1,2018-01-13 18:52:52.000000 UTC,2018-01-13 19:34:30.000000 UTC
13.08,35.5,9.08,45.38,1,1,2018-01-05 08:37:31.000000 UTC,2018-01-05 08:58:57.000000 UTC
9.74,35.5,9.08,45.38,1,1,2018-01-12 15:02:50.000000 UTC,2018-01-12 15:50:12.000000 UTC
11.69,35.5,9.08,45.38,2,1,2018-01-22 15:38:07.000000 UTC,2018-01-22 16:14:12.000000 UTC
6.81,35.5,9.08,45.38,1,1,2018-01-12 15:21:55.000000 UTC,2018-01-12 16:17:10.000000 UTC
10.84,35.5,9.08,45.38,1,1,2018-01-20 14:24:37.000000 UTC,2018-01-20 15:06:15.000000 UTC
10.31,35.5,9.08,45.38,2,1,2018-01-17 07:04:01.000000 UTC,2018-01-17 07:43:23.000000 UTC
10.54,35.5,9.08,45.38,1,1,2018-01-12 06:54:24.000000 UTC,2018-01-12 07:36:45.000000 UTC
13.12,35.5,9.08,45.38,2,1,2018-01-07 18:11:24.000000 UTC,2018-01-07 18:38:03.000000 UTC
8.73,35.5,7.26,43.56,1,1,2018-01-13 17:30:55.000000 UTC,2018-01-13 18:16:54.000000 UTC
10.59,35.5,7.26,43.56,1,1,2018-01-20 10:32:02.000000 UTC,2018-01-20 11:07:17.000000 UTC
10.1,35.5,7.26,43.56,1,1,2018-01-16 15:13:13.000000 UTC,2018-01-16 15:52:05.000000 UTC
10.72,35.5,7.26,43.56,5,1,2018-01-15 11:03:46.000000 UTC,2018-01-15 11:38:38.000000 UTC
9.02,35.5,7.26,43.56,1,1,2018-01-19 14:18:12.000000 UTC,2018-01-19 15:05:28.000000 UTC
12.29,35.5,7.26,43.56,1,1,2018-01-14 13:57:05.000000 UTC,2018-01-14 14:26:35.000000 UTC
11.59,35.5,7.26,43.56,1,1,2018-01-15 11:23:21.000000 UTC,2018-01-15 11:52:30.000000 UTC
11.65,35.5,7.26,43.56,1,1,2018-01-01 15:37:27.000000 UTC,2018-01-01 16:09:11.000000 UTC
10.76,35.5,7.26,43.56,2,1,2018-01-05 14:18:24.000000 UTC,2018-01-05 14:54:09.000000 UTC
9.13,35.5,7.26,43.56,1,1,2018-01-27 14:03:05.000000 UTC,2018-01-27 14:48:01.000000 UTC
12.5,35.5,7.26,43.56,2,1,2018-01-13 15:36:48.000000 UTC,2018-01-13 16:07:19.000000 UTC
11.9,35.5,7.26,43.56,1,1,2018-01-07 15:42:47.000000 UTC,2018-01-07 16:17:43.000000 UTC
11.19,35.5,7.26,43.56,1,1,2018-01-19 13:42:37.000000 UTC,2018-01-19 14:21:08.000000 UTC
12.97,35.5,7.26,43.56,4,1,2018-01-13 08:38:12.000000 UTC,2018-01-13 09:01:10.000000 UTC
10.34,35.5,7.26,43.56,1,1,2018-01-28 17:17:04.000000 UTC,2018-01-28 17:56:36.000000 UTC
10.16,35.5,7.26,43.56,1,1,2018-01-28 16:20:54.000000 UTC,2018-01-28 17:00:01.000000 UTC
10.76,35.5,7.26,43.56,3,1,2018-01-18 13:56:16.000000 UTC,2018-01-18 14:29:27.000000 UTC
11.65,35.5,7.26,43.56,1,1,2018-01-29 12:13:00.000000 UTC,2018-01-29 12:48:54.000000 UTC
11.88,35.5,7.26,43.56,2,1,2018-01-06 09:51:21.000000 UTC,2018-01-06 10:21:11.000000 UTC
